timestamp,meter_reading,hour,dow
2016-01-04 15:00:00,114.625,15,0
2016-01-04 16:00:00,116.875,16,0
2016-01-04 17:00:00,116.125,17,0
2016-01-04 18:00:00,92.125,18,0
2016-01-04 19:00:00,74.5,19,0
2016-01-04 20:00:00,65.0,20,0
2016-01-04 21:00:00,58.25,21,0
2016-01-04 22:00:00,57.375,22,0
2016-01-04 23:00:00,52.75,23,0
2016-01-05 00:00:00,46.5,0,1
2016-01-05 01:00:00,46.75,1,1
2016-01-05 02:00:00,44.625,2,1
2016-01-05 03:00:00,45.125,3,1
2016-01-05 04:00:00,45.75,4,1
2016-01-05 05:00:00,45.125,5,1
2016-01-05 06:00:00,49.625,6,1
2016-01-05 07:00:00,57.5,7,1
2016-01-05 08:00:00,69.125,8,1
2016-01-05 09:00:00,76.0,9,1
2016-01-05 10:00:00,87.5,10,1
2016-01-05 11:00:00,97.875,11,1
2016-01-05 12:00:00,103.25,12,1
2016-01-05 13:00:00,107.0,13,1
2016-01-05 14:00:00,105.375,14,1
2016-01-05 15:00:00,108.125,15,1
2016-01-05 16:00:00,109.125,16,1
2016-01-05 17:00:00,107.5,17,1
2016-01-05 18:00:00,87.875,18,1
2016-01-05 19:00:00,75.5,19,1
2016-01-05 20:00:00,66.75,20,1
2016-01-05 21:00:00,60.125,21,1
2016-01-05 22:00:00,56.5,22,1
2016-01-05 23:00:00,51.5,23,1
2016-01-06 00:00:00,62.2512,0,2
2016-01-06 01:00:00,78.2523,1,2
2016-01-06 02:00:00,78.2523,2,2
2016-01-06 03:00:00,78.2523,3,2
2016-01-06 04:00:00,78.2523,4,2
2016-01-06 05:00:00,78.2523,5,2
2016-01-06 06:00:00,78.2523,6,2
2016-01-06 07:00:00,78.2523,7,2
2016-01-06 08:00:00,78.2523,8,2
2016-01-06 09:00:00,78.2523,9,2
2016-01-06 10:00:00,78.2523,10,2
2016-01-06 11:00:00,78.2523,11,2
2016-01-06 12:00:00,78.2523,12,2
2016-01-06 13:00:00,78.2523,13,2
2016-01-06 14:00:00,78.2523,14,2
2016-01-06 15:00:00,78.2523,15,2
2016-01-06 16:00:00,78.2523,16,2
2016-01-06 17:00:00,78.2523,17,2
2016-01-06 18:00:00,78.2523,18,2
2016-01-06 19:00:00,78.2523,19,2
2016-01-06 20:00:00,78.2523,20,2
2016-01-06 21:00:00,78.2523,21,2
2016-01-06 22:00:00,78.2523,22,2
2016-01-06 23:00:00,78.2523,23,2
2016-01-07 00:00:00,78.2523,0,3
2016-01-07 01:00:00,78.2523,1,3
2016-01-07 02:00:00,78.2523,2,3
2016-01-07 03:00:00,78.2523,3,3
2016-01-07 04:00:00,78.2523,4,3
2016-01-07 05:00:00,78.2523,5,3
2016-01-07 06:00:00,78.2523,6,3
2016-01-07 07:00:00,78.2523,7,3
2016-01-07 08:00:00,78.2523,8,3
2016-01-07 09:00:00,78.2523,9,3
2016-01-07 10:00:00,78.2523,10,3
2016-01-07 11:00:00,78.2523,11,3
2016-01-07 12:00:00,78.2523,12,3
2016-01-07 13:00:00,78.2523,13,3
2016-01-07 14:00:00,78.2523,14,3
2016-01-07 15:00:00,78.2523,15,3
2016-01-07 16:00:00,78.2523,16,3
2016-01-07 17:00:00,78.2523,17,3
2016-01-07 18:00:00,78.2523,18,3
2016-01-07 19:00:00,78.2523,19,3
2016-01-07 20:00:00,78.2523,20,3
2016-01-07 21:00:00,78.2523,21,3
2016-01-07 22:00:00,78.2523,22,3
2016-01-07 23:00:00,78.2523,23,3
2016-01-08 00:00:00,78.2523,0,4
2016-01-08 01:00:00,78.2523,1,4
2016-01-08 02:00:00,78.2523,2,4
2016-01-08 03:00:00,78.2523,3,4
2016-01-08 04:00:00,78.2523,4,4
2016-01-08 05:00:00,78.2523,5,4
2016-01-08 06:00:00,78.2523,6,4
2016-01-08 07:00:00,78.2523,7,4
2016-01-08 08:00:00,78.2523,8,4
2016-01-08 09:00:00,78.2523,9,4
2016-01-08 10:00:00,78.2523,10,4
2016-01-08 11:00:00,78.2523,11,4
2016-01-08 12:00:00,78.2523,12,4
2016-01-08 13:00:00,78.2523,13,4
2016-01-08 14:00:00,78.2523,14,4
2016-01-08 15:00:00,78.2523,15,4
2016-01-08 16:00:00,78.2523,16,4
2016-01-08 17:00:00,78.2523,17,4
2016-01-08 18:00:00,78.2523,18,4
2016-01-08 19:00:00,78.2523,19,4
2016-01-08 20:00:00,78.2523,20,4
2016-01-08 21:00:00,78.2523,21,4
2016-01-08 22:00:00,78.2523,22,4
2016-01-08 23:00:00,78.2523,23,4
2016-01-09 00:00:00,78.2523,0,5
2016-01-09 01:00:00,78.2523,1,5
2016-01-09 02:00:00,78.2523,2,5
2016-01-09 03:00:00,78.2523,3,5
2016-01-09 04:00:00,78.2523,4,5
2016-01-09 05:00:00,78.2523,5,5
2016-01-09 06:00:00,78.2523,6,5
2016-01-09 07:00:00,78.2523,7,5
2016-01-09 08:00:00,78.2523,8,5
2016-01-09 09:00:00,78.2523,9,5
2016-01-09 10:00:00,78.2523,10,5
2016-01-09 11:00:00,78.2523,11,5
2016-01-09 12:00:00,78.2523,12,5
2016-01-09 13:00:00,78.2523,13,5
2016-01-09 14:00:00,78.2523,14,5
2016-01-09 15:00:00,78.2523,15,5
2016-01-09 16:00:00,78.2523,16,5
2016-01-09 17:00:00,78.2523,17,5
2016-01-09 18:00:00,78.2523,18,5
2016-01-09 19:00:00,78.2523,19,5
2016-01-09 20:00:00,78.2523,20,5
2016-01-09 21:00:00,78.2523,21,5
2016-01-09 22:00:00,78.2523,22,5
2016-01-09 23:00:00,78.2523,23,5
2016-01-10 00:00:00,78.2523,0,6
2016-01-10 01:00:00,78.2523,1,6
2016-01-10 02:00:00,78.2523,2,6
2016-01-10 03:00:00,78.2523,3,6
2016-01-10 04:00:00,78.2523,4,6
2016-01-10 05:00:00,78.2523,5,6
2016-01-10 06:00:00,78.2523,6,6
2016-01-10 07:00:00,78.2523,7,6
2016-01-10 08:00:00,78.2523,8,6
2016-01-10 09:00:00,78.2523,9,6
2016-01-10 10:00:00,78.2523,10,6
2016-01-10 11:00:00,78.2523,11,6
2016-01-10 12:00:00,78.2523,12,6
2016-01-10 13:00:00,78.2523,13,6
2016-01-10 14:00:00,78.2523,14,6
2016-01-10 15:00:00,78.2523,15,6
2016-01-10 16:00:00,78.2523,16,6
2016-01-10 17:00:00,78.2523,17,6
2016-01-10 18:00:00,78.2523,18,6
2016-01-10 19:00:00,78.2523,19,6
2016-01-10 20:00:00,78.2523,20,6
2016-01-10 21:00:00,78.2523,21,6
2016-01-10 22:00:00,78.2523,22,6
2016-01-10 23:00:00,78.2523,23,6
2016-01-11 00:00:00,78.2523,0,0
2016-01-11 01:00:00,78.2523,1,0
2016-01-11 02:00:00,78.2523,2,0
2016-01-11 03:00:00,78.2523,3,0
2016-01-11 04:00:00,78.2523,4,0
2016-01-11 05:00:00,78.2523,5,0
2016-01-11 06:00:00,78.2523,6,0
2016-01-11 07:00:00,78.2523,7,0
2016-01-11 08:00:00,78.2523,8,0
2016-01-11 09:00:00,78.2523,9,0
2016-01-11 10:00:00,78.2523,10,0
2016-01-11 11:00:00,78.2523,11,0
2016-01-11 12:00:00,78.2523,12,0
2016-01-11 13:00:00,78.2523,13,0
2016-01-11 14:00:00,78.2523,14,0
2016-01-11 15:00:00,78.2523,15,0
2016-01-11 16:00:00,78.2523,16,0
2016-01-11 17:00:00,78.2523,17,0
2016-01-11 18:00:00,78.2523,18,0
2016-01-11 19:00:00,78.2523,19,0
2016-01-11 20:00:00,78.2523,20,0
2016-01-11 21:00:00,78.2523,21,0
2016-01-11 22:00:00,78.2523,22,0
2016-01-11 23:00:00,78.2523,23,0
2016-01-12 00:00:00,78.2523,0,1
2016-01-12 01:00:00,78.2523,1,1
2016-01-12 02:00:00,78.2523,2,1
2016-01-12 03:00:00,78.2523,3,1
2016-01-12 04:00:00,78.2523,4,1
2016-01-12 05:00:00,78.2523,5,1
2016-01-12 06:00:00,78.2523,6,1
2016-01-12 07:00:00,78.2523,7,1
2016-01-12 08:00:00,78.2523,8,1
2016-01-12 09:00:00,78.2523,9,1
2016-01-12 10:00:00,78.2523,10,1
2016-01-12 11:00:00,78.2523,11,1
2016-01-12 12:00:00,78.2523,12,1
2016-01-12 13:00:00,78.2523,13,1
2016-01-12 14:00:00,78.2523,14,1
2016-01-12 15:00:00,78.2523,15,1
2016-01-12 16:00:00,78.2523,16,1
2016-01-12 17:00:00,78.2523,17,1
2016-01-12 18:00:00,78.2523,18,1
2016-01-12 19:00:00,78.2523,19,1
2016-01-12 20:00:00,78.2523,20,1
2016-01-12 21:00:00,78.2523,21,1
2016-01-12 22:00:00,78.2523,22,1
2016-01-12 23:00:00,78.2523,23,1
2016-01-13 00:00:00,78.2523,0,2
2016-01-13 01:00:00,78.2523,1,2
2016-01-13 02:00:00,78.2523,2,2
2016-01-13 03:00:00,78.2523,3,2
2016-01-13 04:00:00,78.2523,4,2
2016-01-13 05:00:00,78.2523,5,2
2016-01-13 06:00:00,78.2523,6,2
2016-01-13 07:00:00,78.2523,7,2
2016-01-13 08:00:00,78.2523,8,2
2016-01-13 09:00:00,78.2523,9,2
2016-01-13 10:00:00,78.2523,10,2
2016-01-13 11:00:00,78.2523,11,2
2016-01-13 12:00:00,78.2523,12,2
2016-01-13 13:00:00,78.2523,13,2
2016-01-13 14:00:00,78.2523,14,2
2016-01-13 15:00:00,78.2523,15,2
2016-01-13 16:00:00,78.2523,16,2
2016-01-13 17:00:00,78.2523,17,2
2016-01-13 18:00:00,78.2523,18,2
2016-01-13 19:00:00,78.2523,19,2
2016-01-13 20:00:00,78.2523,20,2
2016-01-13 21:00:00,78.2523,21,2
2016-01-13 22:00:00,78.2523,22,2
2016-01-13 23:00:00,78.2523,23,2
2016-01-14 00:00:00,78.2523,0,3
2016-01-14 01:00:00,78.2523,1,3
2016-01-14 02:00:00,78.2523,2,3
2016-01-14 03:00:00,78.2523,3,3
2016-01-14 04:00:00,78.2523,4,3
2016-01-14 05:00:00,78.2523,5,3
2016-01-14 06:00:00,78.2523,6,3
2016-01-14 07:00:00,78.2523,7,3
2016-01-14 08:00:00,78.2523,8,3
2016-01-14 09:00:00,78.2523,9,3
2016-01-14 10:00:00,78.2523,10,3
2016-01-14 11:00:00,78.2523,11,3
2016-01-14 12:00:00,78.2523,12,3
2016-01-14 13:00:00,78.2523,13,3
2016-01-14 14:00:00,78.2523,14,3
2016-01-14 15:00:00,78.2523,15,3
2016-01-14 16:00:00,78.2523,16,3
2016-01-14 17:00:00,78.2523,17,3
2016-01-14 18:00:00,78.2523,18,3
2016-01-14 19:00:00,78.2523,19,3
2016-01-14 20:00:00,78.2523,20,3
2016-01-14 21:00:00,78.2523,21,3
2016-01-14 22:00:00,78.2523,22,3
2016-01-14 23:00:00,78.2523,23,3
2016-01-15 00:00:00,65.8762,0,4
2016-01-15 01:00:00,64.7512,1,4
2016-01-15 02:00:00,51.375,2,4
2016-01-15 03:00:00,49.25,3,4
2016-01-15 04:00:00,49.0,4,4
2016-01-15 05:00:00,50.625,5,4
2016-01-15 06:00:00,53.75,6,4
2016-01-15 07:00:00,64.75,7,4
2016-01-15 08:00:00,73.125,8,4
2016-01-15 09:00:00,88.5,9,4
2016-01-15 10:00:00,111.0,10,4
2016-01-15 11:00:00,136.375,11,4
2016-01-15 12:00:00,143.0,12,4
2016-01-15 13:00:00,143.75,13,4
2016-01-15 14:00:00,140.0,14,4
2016-01-15 15:00:00,144.375,15,4
2016-01-15 16:00:00,142.875,16,4
2016-01-15 17:00:00,126.625,17,4
2016-01-15 18:00:00,112.625,18,4
2016-01-15 19:00:00,104.625,19,4
2016-01-15 20:00:00,94.0,20,4
2016-01-15 21:00:00,81.375,21,4
2016-01-15 22:00:00,60.75,22,4
2016-01-15 23:00:00,63.375,23,4
2016-01-16 00:00:00,51.375,0,5
2016-01-16 01:00:00,53.75,1,5
2016-01-16 02:00:00,53.25,2,5
2016-01-16 03:00:00,52.5,3,5
2016-01-16 04:00:00,51.875,4,5
2016-01-16 05:00:00,52.125,5,5
2016-01-16 06:00:00,52.625,6,5
2016-01-16 07:00:00,52.25,7,5
2016-01-16 08:00:00,53.875,8,5
2016-01-16 09:00:00,55.625,9,5
2016-01-16 10:00:00,58.75,10,5
2016-01-16 11:00:00,61.125,11,5
2016-01-16 12:00:00,65.25,12,5
2016-01-16 13:00:00,66.0,13,5
2016-01-16 14:00:00,64.125,14,5
2016-01-16 15:00:00,63.875,15,5
2016-01-16 16:00:00,63.875,16,5
2016-01-16 17:00:00,65.25,17,5
2016-01-16 18:00:00,64.625,18,5
2016-01-16 19:00:00,63.0,19,5
2016-01-16 20:00:00,61.0,20,5
2016-01-16 21:00:00,55.875,21,5
2016-01-16 22:00:00,55.0,22,5
2016-01-16 23:00:00,53.25,23,5
2016-01-17 00:00:00,51.75,0,6
2016-01-17 01:00:00,51.875,1,6
2016-01-17 02:00:00,51.0,2,6
2016-01-17 03:00:00,51.75,3,6
2016-01-17 04:00:00,51.375,4,6
2016-01-17 05:00:00,50.625,5,6
2016-01-17 06:00:00,50.125,6,6
2016-01-17 07:00:00,51.0,7,6
2016-01-17 08:00:00,53.375,8,6
2016-01-17 09:00:00,56.375,9,6
2016-01-17 10:00:00,57.375,10,6
2016-01-17 11:00:00,60.0,11,6
2016-01-17 12:00:00,63.25,12,6
2016-01-17 13:00:00,67.0,13,6
2016-01-17 14:00:00,65.75,14,6
2016-01-17 15:00:00,72.125,15,6
2016-01-17 16:00:00,72.375,16,6
2016-01-17 17:00:00,72.25,17,6
2016-01-17 18:00:00,72.125,18,6
2016-01-17 19:00:00,70.0,19,6
2016-01-17 20:00:00,65.375,20,6
2016-01-17 21:00:00,58.125,21,6
2016-01-17 22:00:00,56.125,22,6
2016-01-17 23:00:00,52.5,23,6
2016-01-18 00:00:00,53.5,0,0
2016-01-18 01:00:00,52.75,1,0
2016-01-18 02:00:00,51.75,2,0
2016-01-18 03:00:00,53.0,3,0
2016-01-18 04:00:00,52.875,4,0
2016-01-18 05:00:00,52.75,5,0
2016-01-18 06:00:00,56.25,6,0
2016-01-18 07:00:00,69.75,7,0
2016-01-18 08:00:00,83.125,8,0
2016-01-18 09:00:00,102.75,9,0
2016-01-18 10:00:00,128.5,10,0
2016-01-18 11:00:00,137.25,11,0
2016-01-18 12:00:00,144.5,12,0
2016-01-18 13:00:00,145.25,13,0
2016-01-18 14:00:00,152.0,14,0
2016-01-18 15:00:00,143.0,15,0
2016-01-18 16:00:00,143.0,16,0
2016-01-18 17:00:00,139.125,17,0
2016-01-18 18:00:00,120.875,18,0
2016-01-18 19:00:00,109.0,19,0
2016-01-18 20:00:00,98.125,20,0
2016-01-18 21:00:00,88.875,21,0
2016-01-18 22:00:00,75.125,22,0
2016-01-18 23:00:00,64.5,23,0
2016-01-19 00:00:00,53.125,0,1
2016-01-19 01:00:00,50.25,1,1
2016-01-19 02:00:00,49.875,2,1
2016-01-19 03:00:00,48.375,3,1
2016-01-19 04:00:00,48.125,4,1
2016-01-19 05:00:00,48.125,5,1
2016-01-19 06:00:00,51.625,6,1
2016-01-19 07:00:00,61.25,7,1
2016-01-19 08:00:00,73.75,8,1
2016-01-19 09:00:00,90.125,9,1
2016-01-19 10:00:00,115.0,10,1
2016-01-19 11:00:00,136.0,11,1
2016-01-19 12:00:00,135.5,12,1
2016-01-19 13:00:00,144.875,13,1
2016-01-19 14:00:00,140.625,14,1
2016-01-19 15:00:00,136.625,15,1
2016-01-19 16:00:00,140.75,16,1
2016-01-19 17:00:00,143.0,17,1
2016-01-19 18:00:00,117.125,18,1
2016-01-19 19:00:00,101.625,19,1
2016-01-19 20:00:00,91.875,20,1
2016-01-19 21:00:00,88.75,21,1
2016-01-19 22:00:00,83.5,22,1
2016-01-19 23:00:00,76.0,23,1
2016-01-20 00:00:00,62.3342,0,2
2016-01-20 01:00:00,69.6684,1,2
2016-01-20 02:00:00,69.1684,2,2
2016-01-20 03:00:00,68.1684,3,2
2016-01-20 04:00:00,68.1684,4,2
2016-01-20 05:00:00,67.6684,5,2
2016-01-20 06:00:00,71.6684,6,2
2016-01-20 07:00:00,79.1684,7,2
2016-01-20 08:00:00,88.1684,8,2
2016-01-20 09:00:00,99.6684,9,2
2016-01-20 10:00:00,106.668,10,2
2016-01-20 11:00:00,118.168,11,2
2016-01-20 12:00:00,119.168,12,2
2016-01-20 13:00:00,123.168,13,2
2016-01-20 14:00:00,119.168,14,2
2016-01-20 15:00:00,117.668,15,2
2016-01-20 16:00:00,120.168,16,2
2016-01-20 17:00:00,118.168,17,2
2016-01-20 18:00:00,104.168,18,2
2016-01-20 19:00:00,96.1684,19,2
2016-01-20 20:00:00,93.6684,20,2
2016-01-20 21:00:00,88.1684,21,2
2016-01-20 22:00:00,74.1684,22,2
2016-01-20 23:00:00,72.6684,23,2
2016-01-21 00:00:00,64.4592,0,3
2016-01-21 01:00:00,64.5842,1,3
2016-01-21 02:00:00,55.125,2,3
2016-01-21 03:00:00,55.375,3,3
2016-01-21 04:00:00,54.75,4,3
2016-01-21 05:00:00,57.25,5,3
2016-01-21 06:00:00,59.75,6,3
2016-01-21 07:00:00,71.25,7,3
2016-01-21 08:00:00,80.0,8,3
2016-01-21 09:00:00,101.125,9,3
2016-01-21 10:00:00,114.25,10,3
2016-01-21 11:00:00,134.5,11,3
2016-01-21 12:00:00,140.5,12,3
2016-01-21 13:00:00,143.75,13,3
2016-01-21 14:00:00,141.625,14,3
2016-01-21 15:00:00,139.625,15,3
2016-01-21 16:00:00,144.875,16,3
2016-01-21 17:00:00,144.375,17,3
2016-01-21 18:00:00,115.375,18,3
2016-01-21 19:00:00,98.75,19,3
2016-01-21 20:00:00,93.0,20,3
2016-01-21 21:00:00,86.375,21,3
2016-01-21 22:00:00,75.625,22,3
2016-01-21 23:00:00,64.5,23,3
2016-01-22 00:00:00,54.625,0,4
2016-01-22 01:00:00,50.5,1,4
2016-01-22 02:00:00,49.25,2,4
2016-01-22 03:00:00,47.375,3,4
2016-01-22 04:00:00,47.5,4,4
2016-01-22 05:00:00,47.125,5,4
2016-01-22 06:00:00,52.125,6,4
2016-01-22 07:00:00,62.0,7,4
2016-01-22 08:00:00,72.125,8,4
2016-01-22 09:00:00,89.375,9,4
2016-01-22 10:00:00,112.875,10,4
2016-01-22 11:00:00,133.375,11,4
2016-01-22 12:00:00,142.375,12,4
2016-01-22 13:00:00,150.5,13,4
2016-01-22 14:00:00,146.0,14,4
2016-01-22 15:00:00,147.5,15,4
2016-01-22 16:00:00,145.875,16,4
2016-01-22 17:00:00,132.5,17,4
2016-01-22 18:00:00,116.125,18,4
2016-01-22 19:00:00,96.375,19,4
2016-01-22 20:00:00,90.5,20,4
2016-01-22 21:00:00,77.875,21,4
2016-01-22 22:00:00,63.0,22,4
2016-01-22 23:00:00,60.0,23,4
2016-01-23 00:00:00,51.875,0,5
2016-01-23 01:00:00,51.875,1,5
2016-01-23 02:00:00,50.875,2,5
2016-01-23 03:00:00,50.625,3,5
2016-01-23 04:00:00,49.25,4,5
2016-01-23 05:00:00,49.125,5,5
2016-01-23 06:00:00,49.0,6,5
2016-01-23 07:00:00,49.5,7,5
2016-01-23 08:00:00,53.125,8,5
2016-01-23 09:00:00,55.625,9,5
2016-01-23 10:00:00,56.0,10,5
2016-01-23 11:00:00,59.875,11,5
2016-01-23 12:00:00,62.125,12,5
2016-01-23 13:00:00,63.125,13,5
2016-01-23 14:00:00,63.625,14,5
2016-01-23 15:00:00,62.75,15,5
2016-01-23 16:00:00,68.875,16,5
2016-01-23 17:00:00,70.75,17,5
2016-01-23 18:00:00,68.625,18,5
2016-01-23 19:00:00,64.0,19,5
2016-01-23 20:00:00,58.25,20,5
2016-01-23 21:00:00,54.125,21,5
2016-01-23 22:00:00,50.5,22,5
2016-01-23 23:00:00,49.375,23,5
2016-01-24 00:00:00,52.625,0,6
2016-01-24 01:00:00,49.5,1,6
2016-01-24 02:00:00,48.75,2,6
2016-01-24 03:00:00,48.375,3,6
2016-01-24 04:00:00,48.25,4,6
2016-01-24 05:00:00,47.5,5,6
2016-01-24 06:00:00,47.0,6,6
2016-01-24 07:00:00,48.375,7,6
2016-01-24 08:00:00,49.75,8,6
2016-01-24 09:00:00,51.75,9,6
2016-01-24 10:00:00,52.375,10,6
2016-01-24 11:00:00,55.75,11,6
2016-01-24 12:00:00,67.0,12,6
2016-01-24 13:00:00,68.375,13,6
2016-01-24 14:00:00,69.0,14,6
2016-01-24 15:00:00,67.375,15,6
2016-01-24 16:00:00,67.125,16,6
2016-01-24 17:00:00,68.5,17,6
2016-01-24 18:00:00,69.0,18,6
2016-01-24 19:00:00,67.625,19,6
2016-01-24 20:00:00,67.0,20,6
2016-01-24 21:00:00,60.25,21,6
2016-01-24 22:00:00,59.375,22,6
2016-01-24 23:00:00,59.875,23,6
2016-01-25 00:00:00,55.5,0,0
2016-01-25 01:00:00,55.625,1,0
2016-01-25 02:00:00,55.25,2,0
2016-01-25 03:00:00,55.0,3,0
2016-01-25 04:00:00,54.875,4,0
2016-01-25 05:00:00,55.75,5,0
2016-01-25 06:00:00,56.25,6,0
2016-01-25 07:00:00,68.875,7,0
2016-01-25 08:00:00,79.5,8,0
2016-01-25 09:00:00,97.875,9,0
2016-01-25 10:00:00,117.75,10,0
2016-01-25 11:00:00,127.25,11,0
2016-01-25 12:00:00,134.875,12,0
2016-01-25 13:00:00,142.75,13,0
2016-01-25 14:00:00,144.5,14,0
2016-01-25 15:00:00,146.75,15,0
2016-01-25 16:00:00,149.375,16,0
2016-01-25 17:00:00,139.375,17,0
2016-01-25 18:00:00,121.375,18,0
2016-01-25 19:00:00,106.0,19,0
2016-01-25 20:00:00,96.875,20,0
2016-01-25 21:00:00,88.125,21,0
2016-01-25 22:00:00,70.0,22,0
2016-01-25 23:00:00,64.875,23,0
2016-01-26 00:00:00,55.125,0,1
2016-01-26 01:00:00,53.5,1,1
2016-01-26 02:00:00,52.5,2,1
2016-01-26 03:00:00,51.75,3,1
2016-01-26 04:00:00,51.625,4,1
2016-01-26 05:00:00,51.375,5,1
2016-01-26 06:00:00,56.0,6,1
2016-01-26 07:00:00,70.125,7,1
2016-01-26 08:00:00,76.125,8,1
2016-01-26 09:00:00,92.375,9,1
2016-01-26 10:00:00,109.0,10,1
2016-01-26 11:00:00,125.875,11,1
2016-01-26 12:00:00,130.625,12,1
2016-01-26 13:00:00,136.875,13,1
2016-01-26 14:00:00,142.5,14,1
2016-01-26 15:00:00,142.5,15,1
2016-01-26 16:00:00,142.875,16,1
2016-01-26 17:00:00,138.625,17,1
2016-01-26 18:00:00,120.625,18,1
2016-01-26 19:00:00,106.875,19,1
2016-01-26 20:00:00,93.0,20,1
2016-01-26 21:00:00,85.5,21,1
2016-01-26 22:00:00,70.875,22,1
2016-01-26 23:00:00,62.875,23,1
2016-01-27 00:00:00,53.875,0,2
2016-01-27 01:00:00,54.0,1,2
2016-01-27 02:00:00,54.25,2,2
2016-01-27 03:00:00,53.75,3,2
2016-01-27 04:00:00,53.75,4,2
2016-01-27 05:00:00,53.5,5,2
2016-01-27 06:00:00,57.5,6,2
2016-01-27 07:00:00,69.125,7,2
2016-01-27 08:00:00,77.625,8,2
2016-01-27 09:00:00,97.75,9,2
2016-01-27 10:00:00,116.375,10,2
2016-01-27 11:00:00,128.25,11,2
2016-01-27 12:00:00,139.5,12,2
2016-01-27 13:00:00,140.625,13,2
2016-01-27 14:00:00,140.625,14,2
2016-01-27 15:00:00,140.5,15,2
2016-01-27 16:00:00,138.875,16,2
2016-01-27 17:00:00,132.0,17,2
2016-01-27 18:00:00,118.375,18,2
2016-01-27 19:00:00,99.75,19,2
2016-01-27 20:00:00,91.125,20,2
2016-01-27 21:00:00,82.5,21,2
2016-01-27 22:00:00,68.75,22,2
2016-01-27 23:00:00,58.75,23,2
2016-01-28 00:00:00,55.25,0,3
2016-01-28 01:00:00,51.0,1,3
2016-01-28 02:00:00,49.5,2,3
2016-01-28 03:00:00,48.0,3,3
